Плагиат;Длина документа;Цитируемость;Документ
0;57352;142; Полтерович В., Попов В. ЭВОЛЮЦИОННАЯ ТЕОРИЯ ЭКОНОМИЧЕСКОЙ ПОЛИТИКИ. Вопросы экономики.  2006. № 7.  С. 4-23
982;35181;142; Нечаева Г.И., Яковлев В.М., Конев В.П., Друк И.В., Морозов С.Л. Дисплазия соединительной ткани: основные клинические синдромы, формулировка диагноза, лечение. Лечащий врач.  2008. № 2.  С. 22-28
0;46779;142; Растоу Д.А. ПЕРЕХОДЫ К ДЕМОКРАТИИ: ПОПЫТКА ДИНАМИЧЕСКОЙ МОДЕЛИ. Полис. Политические исследования.  1996. № 5.  С. 5-15
0;2544;142; Алехина C.В., Алексеева М.Н., Агафонова Е.Л. Готовность педагогов как основной фактор успешности инклюзивного процесса в образовании. Психологическая наука и образование.  2011. № 1.  С. 83-92
328;2303;142; Ощепкова Е.В. Смертность населения от сердечно-сосудистых заболеваний в Российской Федерации в 2001-2006 гг. и пути по ее снижению. Кардиология.  2009. Т. 49. № 2.  С. 67-72
0;31865;142; Праскурничий Е.А., Шевченко О.П., Макарова С.В. Влияние карведилола на выраженность гипертензивной реакции, возникающей в условиях стресс-тестирования у больных артериальной гипертензией. Кардиоваскулярная терапия и профилактика.  2004. Т. 3. № 5.  С. 10-17
4294;64283;141; Миронов В.В. Коммуникационное пространство как фактор трансформации современной культуры и философии. Вопросы философии.  2006. № 2.  С. 27-43
0;84971;141; Клейнер Г.Б. ОТ ТЕОРИИ ПРЕДПРИЯТИЯ К ТЕОРИИ СТРАТЕГИЧЕСКОГО УПРАВЛЕНИЯ. Российский журнал менеджмента.  2003. Т. 1. № 1.  С. 31-56
0;53030;141; Шакуров Р.Х. Барьер как категория и его роль в деятельности. Вопросы психологии.  2001. № 1.  С. 3-18
17314;65957;141; Полтерович В.М. ПРОБЛЕМА ФОРМИРОВАНИЯ НАЦИОНАЛЬНОЙ ИННОВАЦИОННОЙ СИСТЕМЫ. Экономика и математические методы.  2009. Т. 45. № 2.  С. 3-18
0;30037;140; Покровский В.М., Абушкевич В.Г., Потягайло Е.Г., Похотько А.Г. СЕРДЕЧНО-ДЫХАТЕЛЬНЫЙ СИНХРОНИЗМ: ВЫЯВЛЕНИЕ У ЧЕЛОВЕКА., ЗАВИСИМОСТЬ ОТ СВОЙСТВ НЕРВНОЙ СИСТЕМЫ И ФУНКЦИОНАЛЬНЫХ СОСТОЯНИЙ ОРГАНИЗМА. Успехи физиологических наук.  2003. Т. 34. № 3.  С. 68-77
0;3317;140; Самсыгина Г.А. Часто болеющие дети: проблемы патогенеза, диагностики и терапии. Педиатрия. Журнал им. Г.Н. Сперанского.  2005. Т. 84. № 1.  С. 6a-7
0;12983;139; Редлих С.М., Козырева О.А. Специфика и результативность формирования культуры самостоятельной работы будущего педагога. Педагогическое образование и наука.  2014. № 1.  С. 103-107
0;50336;139; Гамукин В. Новации бюджетного процесса: бюджетирование, ориентированное на результат. Вопросы экономики.  2005. № 2.  С. 4-22
0;19324;139; Вилисов М. Государственно-частное партнерство: политико-правовой аспект. Власть.  2006. № 7.  С. 14-19
0;17053;139; Жданов П.С., Романовская В.Б., Сальников В.П. Добро как должное и зло как реальность (о категории «зла» в русской философии права). Мир политики и социологии.  2013. № 12.  С. 186-191
0;50401;139; Ушачев И.Г. Экономический рост и конкурентоспособность сельского хозяйства Российской Федерации. АПК: Экономика, управление.  2009. № 3.  С. 12-30
0;54434;139; Матузов Н.М. Понятие и основные приоритеты российской правовой политики. Известия высших учебных заведений. Правоведение.  1997. № 4 (219).  С. 6-17
6760;70112;138; Магун В., Руднев М. ЖИЗНЕННЫЕ ЦЕННОСТИ РОССИЙСКОГО НАСЕЛЕНИЯ: СХОДСТВА И ОТЛИЧИЯ В СРАВНЕНИИ С ДРУГИМИ ЕВРОПЕЙСКИМИ СТРАНАМИ. Вестник общественного мнения. Данные. Анализ. Дискуссии.  2008. № 1.  С. 33-58
